Calculation1,School,City,County/State/Country,Measure Names,Measure Values
ACAD FOR ACADEMIC EXCELLENCE050126,ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,Adm GPA,3.939230769
ACAD FOR ACADEMIC EXCELLENCE050126,ACAD FOR ACADEMIC EXCELLENCE,Apple Valley,San Bernardino,App GPA,3.791578947
ACADEMIA AVANCE CHARTER SCHOOL054247,ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,Enrl GPA,3.655263158
ACADEMIA AVANCE CHARTER SCHOOL054247,ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.696428571
ACADEMIA AVANCE CHARTER SCHOOL054247,ACADEMIA AVANCE CHARTER SCHOOL,Los Angeles,Los Angeles,App GPA,3.632647059
ACADEMIC LEADERSHIP COMMUNITY054254,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Enrl GPA,3.9075
ACADEMIC LEADERSHIP COMMUNITY054254,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,Adm GPA,3.781333333
ACADEMIC LEADERSHIP COMMUNITY054254,ACADEMIC LEADERSHIP COMMUNITY,Los Angeles,Los Angeles,App GPA,3.722
ACADEMIES EDUCATION/EMPOWERMNT054617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Enrl GPA,
ACADEMIES EDUCATION/EMPOWERMNT054617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,Adm GPA,3.984166667
ACADEMIES EDUCATION/EMPOWERMNT054617,ACADEMIES EDUCATION/EMPOWERMNT,Carson,Los Angeles,App GPA,3.822272727
ACADEMIES OF ANTELOPE VALLEY054659,ACADEMIES OF ANTELOPE VALLEY,Lancaster,Los Angeles,Enrl GPA,
ACADEMIES OF ANTELOPE VALLEY054659,ACADEMIES OF ANTELOPE VALLEY,Lancaster,Los Angeles,Adm GPA,
ACADEMIES OF ANTELOPE VALLEY054659,ACADEMIES OF ANTELOPE VALLEY,Lancaster,Los Angeles,App GPA,3.776
ACADEMY OF CAREERS AND EXPLORA051123,ACADEMY OF CAREERS AND EXPLORA,Helendale,San Bernardino,Enrl GPA,
ACADEMY OF CAREERS AND EXPLORA051123,ACADEMY OF CAREERS AND EXPLORA,Helendale,San Bernardino,Adm GPA,
ACADEMY OF CAREERS AND EXPLORA051123,ACADEMY OF CAREERS AND EXPLORA,Helendale,San Bernardino,App GPA,3.996
ACADEMY OF MEDICAL ARTS AT CARSON054618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Enrl GPA,4.063076923
ACADEMY OF MEDICAL ARTS AT CARSON054618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,Adm GPA,3.810322581
ACADEMY OF MEDICAL ARTS AT CARSON054618,ACADEMY OF MEDICAL ARTS AT CARSON,Carson,Los Angeles,App GPA,3.531052632
ACADEMY OF SCIENTIFIC EXPLORAT054563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Enrl GPA,3.982
ACADEMY OF SCIENTIFIC EXPLORAT054563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,Adm GPA,3.915
ACADEMY OF SCIENTIFIC EXPLORAT054563,ACADEMY OF SCIENTIFIC EXPLORAT,San Fernando,Los Angeles,App GPA,3.699333333
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Enrl GPA,4.184285714
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,Adm GPA,4.159555556
ACADEMY OF THE CANYONS053262,ACADEMY OF THE CANYONS,Santa Clarita,Los Angeles,App GPA,4.062957746
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,Enrl GPA,4.102857143
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,Adm GPA,4.016666667
ACADEMY OF THE REDWOODS054135,ACADEMY OF THE REDWOODS,Eureka,Humboldt,App GPA,3.910625
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Enrl GPA,3.990714286
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,Adm GPA,3.957777778
ACADEMY-SAN FRAN @ MCATEER054439,ACADEMY-SAN FRAN @ MCATEER,San Francisco,San Francisco,App GPA,3.837714286
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Enrl GPA,4.110833333
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,Adm GPA,4.000105263
ACALANES HIGH SCHOOL051315,ACALANES HIGH SCHOOL,Lafayette,Contra Costa,App GPA,3.886144578
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,3.98875
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.886842105
ACE CHARTER HIGH SCHOOL054660,ACE CHARTER HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.750416667
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Enrl GPA,3.963333333
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,Adm GPA,3.899677419
ADELANTO HIGH SCHOOL054672,ADELANTO HIGH SCHOOL,Adelanto,San Bernardino,App GPA,3.706136364
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Enrl GPA,4.137878788
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,Adm GPA,3.994805195
ADOLFO CAMARILLO HIGH SCHOOL050438,ADOLFO CAMARILLO HIGH SCHOOL,Camarillo,Ventura,App GPA,3.883442623
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Enrl GPA,4.198095238
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,Adm GPA,4.0572
ADRIAN C WILCOX HIGH SCHOOL053276,ADRIAN C WILCOX HIGH SCHOOL,Santa Clara,Santa Clara,App GPA,3.955384615
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,Enrl GPA,
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,Adm GPA,
ADVANCED LRNG ACDMY EARLY COLG051005,ADVANCED LRNG ACDMY EARLY COLG,Santa Ana,Orange,App GPA,3.845
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Enrl GPA,4.17
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,Adm GPA,4.080882353
AGOURA HIGH SCHOOL050003,AGOURA HIGH SCHOOL,Agoura Hills,Los Angeles,App GPA,3.902857143
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Enrl GPA,4.119433962
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm GPA,4.017176471
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App GPA,3.940108696
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,3.666666667
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,3.550851064
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App GPA,3.4259375
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Enrl GPA,4.252307692
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Adm GPA,4.179545455
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App GPA,4.103571429
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enrl GPA,4.121351351
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm GPA,4.028472222
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App GPA,3.902038835
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enrl GPA,4.094210526
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm GPA,3.9925
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App GPA,3.940540541
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Enrl GPA,4.026
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm GPA,3.949528302
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,App GPA,3.791878788
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,4.029113924
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.951666667
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.738104089
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enrl GPA,3.996666667
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm GPA,3.928548387
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App GPA,3.804854369
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Enrl GPA,4.134375
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Adm GPA,4.1775
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App GPA,3.885744681
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enrl GPA,3.808363636
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm GPA,3.687177419
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,App GPA,3.578670886
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enrl GPA,4.057195122
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm GPA,3.989736842
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App GPA,3.867627737
ALLIANCE ALICE M BAXTER CRHS054771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,Enrl GPA,
ALLIANCE ALICE M BAXTER CRHS054771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,Adm GPA,3.655
ALLIANCE ALICE M BAXTER CRHS054771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,App GPA,3.5715
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Enrl GPA,3.875294118
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Adm GPA,3.664222222
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App GPA,3.572678571
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Enrl GPA,3.936470588
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Adm GPA,3.836666667
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App GPA,3.677
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.632
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.518095238
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App GPA,3.498936170
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.81
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.626046512
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,App GPA,3.533870968
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Enrl GPA,3.748181818
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Adm GPA,3.506666667
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App GPA,3.432238806
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Enrl GPA,3.447272727
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Adm GPA,3.622424242
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App GPA,3.531818182
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Enrl GPA,3.84375
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm GPA,3.750222222
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App GPA,3.649661017
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Enrl GPA,3.933636364
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Adm GPA,3.737115385
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,App GPA,3.648030303
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Enrl GPA,3.742
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,Adm GPA,3.62
ALLIANCE MIT 6-12 COMPLEX050301,ALLIANCE MIT 6-12 COMPLEX,Sun Valley,Los Angeles,App GPA,3.541578947
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Enrl GPA,3.86
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Adm GPA,3.588125
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,App GPA,3.467446809
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Enrl GPA,4.0735
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm GPA,3.902653061
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App GPA,3.736031746
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Enrl GPA,3.995294118
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm GPA,3.83
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App GPA,3.664683544
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Enrl GPA,3.578333333
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Adm GPA,3.627142857
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App GPA,3.396363636
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Enrl GPA,3.826363636
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Adm GPA,3.657941176
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,App GPA,3.507441860
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Enrl GPA,4.0125
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Adm GPA,3.556078431
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App GPA,3.51
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Enrl GPA,3.7516
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Adm GPA,3.723333333
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App GPA,3.663636364
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Enrl GPA,3.924444444
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Adm GPA,3.699565217
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App GPA,3.606538462
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,3.825714286
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.679387755
ALPHA CINDY AVITIA HIGH SCHOOL054869,ALPHA CINDY AVITIA HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.655
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Enrl GPA,3.983095238
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Adm GPA,3.955789474
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App GPA,3.842293578
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,Enrl GPA,
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,Adm GPA,
ALTA VISTA ALTERNATIVE HS054462,ALTA VISTA ALTERNATIVE HS,Santa Barbara,Santa Barbara,App GPA,3.948
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Enrl GPA,
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Adm GPA,
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,App GPA,3.1925
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Enrl GPA,
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Adm GPA,4.213846154
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App GPA,4.150588235
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enrl GPA,3.986330935
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm GPA,3.946330645
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App GPA,3.859501385
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Enrl GPA,
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Adm GPA,3.62
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,App GPA,3.388181818
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Enrl GPA,3.993043478
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm GPA,3.9316
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App GPA,3.804252874
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enrl GPA,4.051229508
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm GPA,3.950807692
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App GPA,3.850232558
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,3.856666667
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,3.815294118
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,App GPA,3.520344828
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Enrl GPA,3.915294118
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm GPA,3.807380952
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App GPA,3.579767442
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enrl GPA,4.125
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm GPA,4.074067797
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App GPA,4.019861111
ANDERSON NEW TECHNOLOGY HIGH S050151,ANDERSON NEW TECHNOLOGY HIGH S,Anderson,Shasta,Enrl GPA,
ANDERSON NEW TECHNOLOGY HIGH S050151,ANDERSON NEW TECHNOLOGY HIGH S,Anderson,Shasta,Adm GPA,
ANDERSON NEW TECHNOLOGY HIGH S050151,ANDERSON NEW TECHNOLOGY HIGH S,Anderson,Shasta,App GPA,3.786
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Enrl GPA,
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Adm GPA,3.978571429
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,App GPA,3.886363636
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.085238095
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.911521739
