Calculation1,School,City,County/State/Country,Measure Names,Measure Values
E3 CIVIC HIGH054723,E3 CIVIC HIGH,San Diego,San Diego,Adm GPA,3.99125
E3 CIVIC HIGH054723,E3 CIVIC HIGH,San Diego,San Diego,App GPA,3.8025
EAGLE ROCK HIGH SCHOOL051580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,3.966923077
EAGLE ROCK HIGH SCHOOL051580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.937840909
EAGLE ROCK HIGH SCHOOL051580,EAGLE ROCK HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.798592593
EARLY COLLEGE HIGH SCHOOL050404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,Enrl GPA,4.064545455
EARLY COLLEGE HIGH SCHOOL050404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,Adm GPA,4.005
EARLY COLLEGE HIGH SCHOOL050404,EARLY COLLEGE HIGH SCHOOL,Costa Mesa,Orange,App GPA,3.732666667
EAST BAKERSFIELD HIGH SCHOOL050210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Enrl GPA,3.814285714
EAST BAKERSFIELD HIGH SCHOOL050210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,Adm GPA,3.918888889
EAST BAKERSFIELD HIGH SCHOOL050210,EAST BAKERSFIELD HIGH SCHOOL,Bakersfield,Kern,App GPA,3.723
EAST BAY ARTS054105,EAST BAY ARTS,Hayward,Alameda,Enrl GPA,
EAST BAY ARTS054105,EAST BAY ARTS,Hayward,Alameda,Adm GPA,
EAST BAY ARTS054105,EAST BAY ARTS,Hayward,Alameda,App GPA,3.575
EAST COLLEGE PREP050338,EAST COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,4.047368421
EAST COLLEGE PREP050338,EAST COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,3.918571429
EAST COLLEGE PREP050338,EAST COLLEGE PREP,Los Angeles,Los Angeles,App GPA,3.691702128
EAST LA PERFORMING ARTS MAGNET054452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,Enrl GPA,
EAST LA PERFORMING ARTS MAGNET054452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,Adm GPA,3.765555556
EAST LA PERFORMING ARTS MAGNET054452,EAST LA PERFORMING ARTS MAGNET,Los Angeles,Los Angeles,App GPA,3.472857143
EAST LA RENAISSANCE ACADEMY054450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,Enrl GPA,
EAST LA RENAISSANCE ACADEMY054450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,Adm GPA,3.723333333
EAST LA RENAISSANCE ACADEMY054450,EAST LA RENAISSANCE ACADEMY,Los Angeles,Los Angeles,App GPA,3.364347826
EAST NICOLAUS HIGH SCHOOL050795,EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,Enrl GPA,
EAST NICOLAUS HIGH SCHOOL050795,EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,Adm GPA,4.103333333
EAST NICOLAUS HIGH SCHOOL050795,EAST NICOLAUS HIGH SCHOOL,Trowbridge,Sutter,App GPA,3.95625
EAST PALO ALTO ACADEMY052022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Enrl GPA,3.548333333
EAST PALO ALTO ACADEMY052022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,Adm GPA,3.62625
EAST PALO ALTO ACADEMY052022,EAST PALO ALTO ACADEMY,East Palo Alto,San Mateo,App GPA,3.266842105
EAST UNION HIGH SCHOOL051899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,Enrl GPA,4.061666667
EAST UNION HIGH SCHOOL051899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,Adm GPA,3.847096774
EAST UNION HIGH SCHOOL051899,EAST UNION HIGH SCHOOL,Manteca,San Joaquin,App GPA,3.678301887
EAST VALLEY HIGH SCHOOL054082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,Enrl GPA,3.998
EAST VALLEY HIGH SCHOOL054082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,Adm GPA,3.830833333
EAST VALLEY HIGH SCHOOL054082,EAST VALLEY HIGH SCHOOL,North Hollywood,Los Angeles,App GPA,3.664615385
EAST VILLAGE MIDDLE COLLEGE HS054281,EAST VILLAGE MIDDLE COLLEGE HS,San Diego,San Diego,Enrl GPA,
EAST VILLAGE MIDDLE COLLEGE HS054281,EAST VILLAGE MIDDLE COLLEGE HS,San Diego,San Diego,Adm GPA,
EAST VILLAGE MIDDLE COLLEGE HS054281,EAST VILLAGE MIDDLE COLLEGE HS,San Diego,San Diego,App GPA,3.062
EASTLAKE HIGH SCHOOL050579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,Enrl GPA,4.1148
EASTLAKE HIGH SCHOOL050579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,Adm GPA,4.089838710
EASTLAKE HIGH SCHOOL050579,EASTLAKE HIGH SCHOOL,Chula Vista,San Diego,App GPA,3.899386792
EASTSIDE HIGH SCHOOL054060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,Enrl GPA,3.959333333
EASTSIDE HIGH SCHOOL054060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,Adm GPA,3.929818182
EASTSIDE HIGH SCHOOL054060,EASTSIDE HIGH SCHOOL,Lancaster,Los Angeles,App GPA,3.698865979
EDGEWOOD HIGH SCHOOL054481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,Enrl GPA,3.967333333
EDGEWOOD HIGH SCHOOL054481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,Adm GPA,3.933076923
EDGEWOOD HIGH SCHOOL054481,EDGEWOOD HIGH SCHOOL,West Covina,Los Angeles,App GPA,3.722340426
EDISON HIGH SCHOOL050980,EDISON HIGH SCHOOL,Fresno,Fresno,Enrl GPA,4.022608696
EDISON HIGH SCHOOL050980,EDISON HIGH SCHOOL,Fresno,Fresno,Adm GPA,3.931625
EDISON HIGH SCHOOL050980,EDISON HIGH SCHOOL,Fresno,Fresno,App GPA,3.815583333
EDISON HIGH SCHOOL051218,EDISON HIGH SCHOOL,Huntington Beach,Orange,Enrl GPA,3.952903226
EDISON HIGH SCHOOL051218,EDISON HIGH SCHOOL,Huntington Beach,Orange,Adm GPA,3.968823529
EDISON HIGH SCHOOL051218,EDISON HIGH SCHOOL,Huntington Beach,Orange,App GPA,3.856065574
EDISON SENIOR HIGH SCHOOL053420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,3.830625
EDISON SENIOR HIGH SCHOOL053420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,3.8065625
EDISON SENIOR HIGH SCHOOL053420,EDISON SENIOR HIGH SCHOOL,Stockton,San Joaquin,App GPA,3.5528
EDWARD R ROYBAL LEARNING CNTR051862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,Enrl GPA,3.985
EDWARD R ROYBAL LEARNING CNTR051862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,Adm GPA,3.81375
EDWARD R ROYBAL LEARNING CNTR051862,EDWARD R ROYBAL LEARNING CNTR,Los Angeles,Los Angeles,App GPA,3.569230769
EISENHOWER HIGH SCHOOL052622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,Enrl GPA,3.886666667
EISENHOWER HIGH SCHOOL052622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,Adm GPA,3.781666667
EISENHOWER HIGH SCHOOL052622,EISENHOWER HIGH SCHOOL,Rialto,San Bernardino,App GPA,3.434
EL CAJON VALLEY HIGH SCHOOL050805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,Enrl GPA,4.193333333
EL CAJON VALLEY HIGH SCHOOL050805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,Adm GPA,4.097916667
EL CAJON VALLEY HIGH SCHOOL050805,EL CAJON VALLEY HIGH SCHOOL,El Cajon,San Diego,App GPA,3.744642857
EL CAMINO FUNDAMENTAL HS052710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,Enrl GPA,4.081764706
EL CAMINO FUNDAMENTAL HS052710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,Adm GPA,4.062068966
EL CAMINO FUNDAMENTAL HS052710,EL CAMINO FUNDAMENTAL HS,Sacramento,Sacramento,App GPA,3.785740741
EL CAMINO HIGH SCHOOL052248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Enrl GPA,4.067560976
EL CAMINO HIGH SCHOOL052248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,Adm GPA,3.962087912
EL CAMINO HIGH SCHOOL052248,EL CAMINO HIGH SCHOOL,Oceanside,San Diego,App GPA,3.844405594
EL CAMINO HIGH SCHOOL053648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,Enrl GPA,4.054
EL CAMINO HIGH SCHOOL053648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,Adm GPA,3.968571429
EL CAMINO HIGH SCHOOL053648,EL CAMINO HIGH SCHOOL,Ventura,Ventura,App GPA,3.756363636
EL CAMINO HIGH053413,EL CAMINO HIGH,South San Francisco,San Mateo,Enrl GPA,4.093461538
EL CAMINO HIGH053413,EL CAMINO HIGH,South San Francisco,San Mateo,Adm GPA,4.009607843
EL CAMINO HIGH053413,EL CAMINO HIGH,South San Francisco,San Mateo,App GPA,3.893033708
EL CAMINO REAL CHARTER HIGH SC053801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Enrl GPA,4.00575
EL CAMINO REAL CHARTER HIGH SC053801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,Adm GPA,3.933507463
EL CAMINO REAL CHARTER HIGH SC053801,EL CAMINO REAL CHARTER HIGH SC,Woodland Hills,Los Angeles,App GPA,3.799663462
EL CAPITAN HIGH SCHOOL051346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,Enrl GPA,4.148333333
EL CAPITAN HIGH SCHOOL051346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,Adm GPA,4.096315789
EL CAPITAN HIGH SCHOOL051346,EL CAPITAN HIGH SCHOOL,Lakeside,San Diego,App GPA,3.815714286
EL CAPITAN HIGH SCHOOL054697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Enrl GPA,4.017321429
EL CAPITAN HIGH SCHOOL054697,EL CAPITAN HIGH SCHOOL,Merced,Merced,Adm GPA,3.992972973
EL CAPITAN HIGH SCHOOL054697,EL CAPITAN HIGH SCHOOL,Merced,Merced,App GPA,3.790350877
EL CERRITO HIGH SCHOOL050815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Enrl GPA,4.075
EL CERRITO HIGH SCHOOL050815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,Adm GPA,4.039625
EL CERRITO HIGH SCHOOL050815,EL CERRITO HIGH SCHOOL,El Cerrito,Contra Costa,App GPA,3.894684685
EL DIAMANTE HIGH SCHOOL053699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Enrl GPA,4.156
EL DIAMANTE HIGH SCHOOL053699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,Adm GPA,4.025714286
EL DIAMANTE HIGH SCHOOL053699,EL DIAMANTE HIGH SCHOOL,Visalia,Tulare,App GPA,3.97025
EL DORADO HIGH SCHOOL052478,EL DORADO HIGH SCHOOL,Placentia,Orange,Enrl GPA,4.001470588
EL DORADO HIGH SCHOOL052478,EL DORADO HIGH SCHOOL,Placentia,Orange,Adm GPA,3.918730159
EL DORADO HIGH SCHOOL052478,EL DORADO HIGH SCHOOL,Placentia,Orange,App GPA,3.747291667
EL DORADO HIGH SCHOOL052485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,Enrl GPA,3.851
EL DORADO HIGH SCHOOL052485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,Adm GPA,3.817333333
EL DORADO HIGH SCHOOL052485,EL DORADO HIGH SCHOOL,Placerville,El Dorado,App GPA,3.635161290
EL MODENA HIGH SCHOOL052276,EL MODENA HIGH SCHOOL,Orange,Orange,Enrl GPA,4.122571429
EL MODENA HIGH SCHOOL052276,EL MODENA HIGH SCHOOL,Orange,Orange,Adm GPA,4.006666667
EL MODENA HIGH SCHOOL052276,EL MODENA HIGH SCHOOL,Orange,Orange,App GPA,3.805614035
EL MOLINO HIGH SCHOOL050947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Enrl GPA,4.014285714
EL MOLINO HIGH SCHOOL050947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,Adm GPA,4.04
EL MOLINO HIGH SCHOOL050947,EL MOLINO HIGH SCHOOL,Forestville,Sonoma,App GPA,3.741111111
EL MONTE HIGH SCHOOL050835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Enrl GPA,3.99
EL MONTE HIGH SCHOOL050835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,Adm GPA,3.833815789
EL MONTE HIGH SCHOOL050835,EL MONTE HIGH SCHOOL,El Monte,Los Angeles,App GPA,3.678269231
EL RANCHO HIGH SCHOOL052655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Enrl GPA,3.7568
EL RANCHO HIGH SCHOOL052655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,Adm GPA,3.672
EL RANCHO HIGH SCHOOL052655,EL RANCHO HIGH SCHOOL,Pico Rivera,Los Angeles,App GPA,3.404430380
EL SEGUNDO HIGH SCHOOL050845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Enrl GPA,3.938076923
EL SEGUNDO HIGH SCHOOL050845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,Adm GPA,3.949814815
EL SEGUNDO HIGH SCHOOL050845,EL SEGUNDO HIGH SCHOOL,El Segundo,Los Angeles,App GPA,3.758144330
EL TORO HIGH SCHOOL051974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Enrl GPA,4.042666667
EL TORO HIGH SCHOOL051974,EL TORO HIGH SCHOOL,Lake Forest,Orange,Adm GPA,4.0156
EL TORO HIGH SCHOOL051974,EL TORO HIGH SCHOOL,Lake Forest,Orange,App GPA,3.894651163
ELEANOR ROOSEVELT HIGH SCHOOL054078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Enrl GPA,3.898878505
ELEANOR ROOSEVELT HIGH SCHOOL054078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,Adm GPA,3.904705882
ELEANOR ROOSEVELT HIGH SCHOOL054078,ELEANOR ROOSEVELT HIGH SCHOOL,Eastvale,Riverside,App GPA,3.697673611
ELIZABETH LEARNING CENTER050697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,Enrl GPA,3.977
ELIZABETH LEARNING CENTER050697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,Adm GPA,3.927647059
ELIZABETH LEARNING CENTER050697,ELIZABETH LEARNING CENTER,Cudahy,Los Angeles,App GPA,3.700882353
ELK GROVE HIGH SCHOOL050825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,Enrl GPA,3.975882353
ELK GROVE HIGH SCHOOL050825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,Adm GPA,3.951875
ELK GROVE HIGH SCHOOL050825,ELK GROVE HIGH SCHOOL,Elk Grove,Sacramento,App GPA,3.562461538
ELSIE ALLEN HIGH SCHOOL053316,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,Enrl GPA,
ELSIE ALLEN HIGH SCHOOL053316,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,Adm GPA,3.702
ELSIE ALLEN HIGH SCHOOL053316,ELSIE ALLEN HIGH SCHOOL,Santa Rosa,Sonoma,App GPA,3.503
ELSINORE HIGH SCHOOL050855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,Enrl GPA,3.9728
ELSINORE HIGH SCHOOL050855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,Adm GPA,3.93225
ELSINORE HIGH SCHOOL050855,ELSINORE HIGH SCHOOL,Wildomar,Riverside,App GPA,3.813207547
EMERY SECONDARY SCHOOL050860,EMERY SECONDARY SCHOOL,Emeryville,Alameda,Enrl GPA,
EMERY SECONDARY SCHOOL050860,EMERY SECONDARY SCHOOL,Emeryville,Alameda,Adm GPA,3.825
EMERY SECONDARY SCHOOL050860,EMERY SECONDARY SCHOOL,Emeryville,Alameda,App GPA,3.604
ENCINAL HIGH SCHOOL050015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Enrl GPA,4.068888889
ENCINAL HIGH SCHOOL050015,ENCINAL HIGH SCHOOL,Alameda,Alameda,Adm GPA,4.012807018
ENCINAL HIGH SCHOOL050015,ENCINAL HIGH SCHOOL,Alameda,Alameda,App GPA,3.925466667
ENCORE HS FOR THE ARTS - RIVER050268,ENCORE HS FOR THE ARTS - RIVER,Riverside,Riverside,Enrl GPA,4.132
ENCORE HS FOR THE ARTS - RIVER050268,ENCORE HS FOR THE ARTS - RIVER,Riverside,Riverside,Adm GPA,4.063
ENCORE HS FOR THE ARTS - RIVER050268,ENCORE HS FOR THE ARTS - RIVER,Riverside,Riverside,App GPA,3.909375
ENCORE JR/SR HIGH SCHOOL054307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,Enrl GPA,4.214
ENCORE JR/SR HIGH SCHOOL054307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,Adm GPA,4.077777778
ENCORE JR/SR HIGH SCHOOL054307,ENCORE JR/SR HIGH SCHOOL,Hesperia,San Bernardino,App GPA,3.6455
ENGINEERING & TECH ACAD AT THS054441,ENGINEERING & TECH ACAD AT THS,Los Angeles,Los Angeles,Enrl GPA,
ENGINEERING & TECH ACAD AT THS054441,ENGINEERING & TECH ACAD AT THS,Los Angeles,Los Angeles,Adm GPA,3.883333333
ENGINEERING & TECH ACAD AT THS054441,ENGINEERING & TECH ACAD AT THS,Los Angeles,Los Angeles,App GPA,3.8
ENTERPRISE HIGH SCHOOL052580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,Enrl GPA,4.03
ENTERPRISE HIGH SCHOOL052580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,Adm GPA,4.026923077
ENTERPRISE HIGH SCHOOL052580,ENTERPRISE HIGH SCHOOL,Redding,Shasta,App GPA,3.943809524
ENVIRONMENTAL CHARTER HS051472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,Enrl GPA,3.885652174
ENVIRONMENTAL CHARTER HS051472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,Adm GPA,3.822127660
ENVIRONMENTAL CHARTER HS051472,ENVIRONMENTAL CHARTER HS,Lawndale,Los Angeles,App GPA,3.659848485
ENVISION ACAD ARTS/TECHNOLOGY054285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,Enrl GPA,3.7025
ENVISION ACAD ARTS/TECHNOLOGY054285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,Adm GPA,3.6175
ENVISION ACAD ARTS/TECHNOLOGY054285,ENVISION ACAD ARTS/TECHNOLOGY,Oakland,Alameda,App GPA,3.464090909
ERNEST RIGHETTI HIGH SCHOOL053303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Enrl GPA,4.111578947
ERNEST RIGHETTI HIGH SCHOOL053303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,Adm GPA,3.955405405
ERNEST RIGHETTI HIGH SCHOOL053303,ERNEST RIGHETTI HIGH SCHOOL,Santa Maria,Santa Barbara,App GPA,3.818787879
ERNEST S MCBRIDE SR HIGH SCHL054725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Enrl GPA,4.218421053
ERNEST S MCBRIDE SR HIGH SCHL054725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,Adm GPA,4.005208333
ERNEST S MCBRIDE SR HIGH SCHL054725,ERNEST S MCBRIDE SR HIGH SCHL,Long Beach,Los Angeles,App GPA,3.734827586
ESCALON HIGH SCHOOL050870,ESCALON HIGH SCHOOL,Escalon,San Joaquin,Enrl GPA,
ESCALON HIGH SCHOOL050870,ESCALON HIGH SCHOOL,Escalon,San Joaquin,Adm GPA,3.894545455
ESCALON HIGH SCHOOL050870,ESCALON HIGH SCHOOL,Escalon,San Joaquin,App GPA,3.877857143
ESCONDIDO CHARTER HIGH SCHOOL050871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,Enrl GPA,4.2
ESCONDIDO CHARTER HIGH SCHOOL050871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,Adm GPA,4.14
ESCONDIDO CHARTER HIGH SCHOOL050871,ESCONDIDO CHARTER HIGH SCHOOL,Escondido,San Diego,App GPA,4.028529412
ESCONDIDO HIGH SCHOOL050880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,Enrl GPA,4.0132
ESCONDIDO HIGH SCHOOL050880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,Adm GPA,3.887962963
ESCONDIDO HIGH SCHOOL050880,ESCONDIDO HIGH SCHOOL,Escondido,San Diego,App GPA,3.501052632
ESPERANZA HIGH SCHOOL050093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Enrl GPA,3.911538462
ESPERANZA HIGH SCHOOL050093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,Adm GPA,3.898571429
ESPERANZA HIGH SCHOOL050093,ESPERANZA HIGH SCHOOL,Anaheim,Orange,App GPA,3.792238806
ESTANCIA HIGH SCHOOL050684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,Enrl GPA,3.883333333
ESTANCIA HIGH SCHOOL050684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,Adm GPA,3.815714286
ESTANCIA HIGH SCHOOL050684,ESTANCIA HIGH SCHOOL,Costa Mesa,Orange,App GPA,3.627
ETIWANDA HIGH SCHOOL050888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Enrl GPA,3.928289474
ETIWANDA HIGH SCHOOL050888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,Adm GPA,3.918620690
ETIWANDA HIGH SCHOOL050888,ETIWANDA HIGH SCHOOL,Etiwanda,San Bernardino,App GPA,3.743621622
EUREKA SENIOR HIGH SCHOOL050900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,Enrl GPA,4.127777778
EUREKA SENIOR HIGH SCHOOL050900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,Adm GPA,4.084375
EUREKA SENIOR HIGH SCHOOL050900,EUREKA SENIOR HIGH SCHOOL,Eureka,Humboldt,App GPA,3.917037037
EVEREST PUBLIC HIGH SCHOOL054429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,Enrl GPA,4.062
EVEREST PUBLIC HIGH SCHOOL054429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,Adm GPA,3.984482759
EVEREST PUBLIC HIGH SCHOOL054429,EVEREST PUBLIC HIGH SCHOOL,Redwood City,San Mateo,App GPA,3.813863636
EVERETT ALVAREZ HIGH SCHOOL052778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Enrl GPA,3.992352941
EVERETT ALVAREZ HIGH SCHOOL052778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,Adm GPA,3.93765625
EVERETT ALVAREZ HIGH SCHOOL052778,EVERETT ALVAREZ HIGH SCHOOL,Salinas,Monterey,App GPA,3.739272727
EVERGREEN VALLEY HIGH SCHOOL053169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.006716418
EVERGREEN VALLEY HIGH SCHOOL053169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.93756
EVERGREEN VALLEY HIGH SCHOOL053169,EVERGREEN VALLEY HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.790938338
EXCELSIOR CHARTER SCHOOLS053686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,Enrl GPA,4.082857143
EXCELSIOR CHARTER SCHOOLS053686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,Adm GPA,4.007333333
EXCELSIOR CHARTER SCHOOLS053686,EXCELSIOR CHARTER SCHOOLS,Victorville,San Bernardino,App GPA,3.8428125
EXETER UNION HIGH SCHOOL050905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,Enrl GPA,4.151111111
EXETER UNION HIGH SCHOOL050905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,Adm GPA,4.056428571
EXETER UNION HIGH SCHOOL050905,EXETER UNION HIGH SCHOOL,Exeter,Tulare,App GPA,4.021052632
FAIRFAX HIGH SCHOOL051590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,3.913636364
FAIRFAX HIGH SCHOOL051590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.867014925
FAIRFAX HIGH SCHOOL051590,FAIRFAX HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.668738739
FAIRFIELD HIGH SCHOOL050911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Enrl GPA,4.068
FAIRFIELD HIGH SCHOOL050911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,Adm GPA,3.945882353
FAIRFIELD HIGH SCHOOL050911,FAIRFIELD HIGH SCHOOL,Fairfield,Solano,App GPA,3.724615385
FALLBROOK UNION HIGH SCHOOL050925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Enrl GPA,4.082142857
FALLBROOK UNION HIGH SCHOOL050925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,Adm GPA,3.980357143
FALLBROOK UNION HIGH SCHOOL050925,FALLBROOK UNION HIGH SCHOOL,Fallbrook,San Diego,App GPA,3.877368421
FARMERSVILLE HIGH SCHOOL050924,FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,Enrl GPA,
FARMERSVILLE HIGH SCHOOL050924,FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,Adm GPA,4.025
FARMERSVILLE HIGH SCHOOL050924,FARMERSVILLE HIGH SCHOOL,Farmersville,Tulare,App GPA,3.825925926
FELICITAS GONZALO MENDEZ HS054381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,Enrl GPA,3.765
FELICITAS GONZALO MENDEZ HS054381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,Adm GPA,3.632
FELICITAS GONZALO MENDEZ HS054381,FELICITAS GONZALO MENDEZ HS,Los Angeles,Los Angeles,App GPA,3.467777778
FILLMORE HIGH SCHOOL050935,FILLMORE HIGH SCHOOL,Fillmore,Ventura,Enrl GPA,4.114285714
FILLMORE HIGH SCHOOL050935,FILLMORE HIGH SCHOOL,Fillmore,Ventura,Adm GPA,4.017272727
FILLMORE HIGH SCHOOL050935,FILLMORE HIGH SCHOOL,Fillmore,Ventura,App GPA,3.982
FIREBAUGH HIGH SCHOOL050937,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Enrl GPA,3.94
FIREBAUGH HIGH SCHOOL050937,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,Adm GPA,3.913333333
FIREBAUGH HIGH SCHOOL050937,FIREBAUGH HIGH SCHOOL,Firebaugh,Fresno,App GPA,3.771666667
