Calculation1,School,City,County/State/Country,Measure Names,Measure Values
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,Adm GPA,4.095090909
AIMS COLLEGE PREP HIGH SCHOOL054176,AIMS COLLEGE PREP HIGH SCHOOL,Oakland,Alameda,App GPA,3.985757576
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Enrl GPA,3.99
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,Adm GPA,3.797058824
ALAIN LEROY LOCKE COLLEGE PREP054367,ALAIN LEROY LOCKE COLLEGE PREP,Los Angeles,Los Angeles,App GPA,3.364107143
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Enrl GPA,4.057777778
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,Adm GPA,4.04
ALAMEDA COMMUNITY LEARNING CTR050011,ALAMEDA COMMUNITY LEARNING CTR,Alameda,Alameda,App GPA,3.795789474
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Enrl GPA,4.098311688
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,Adm GPA,4.014610390
ALAMEDA HIGH SCHOOL050005,ALAMEDA HIGH SCHOOL,Alameda,Alameda,App GPA,3.878264840
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Enrl GPA,3.952631579
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,Adm GPA,4.026451613
ALAMEDA SCIENCE & TECHLGY INST050029,ALAMEDA SCIENCE & TECHLGY INST,Alameda,Alameda,App GPA,3.921578947
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Enrl GPA,4.058928571
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,Adm GPA,4.042021277
ALBANY HIGH SCHOOL050035,ALBANY HIGH SCHOOL,Albany,Alameda,App GPA,3.849868421
ALBERT EINSTEIN LETTER ART SCI054493,ALBERT EINSTEIN LETTER ART SCI,Agua Dulce,Los Angeles,Enrl GPA,
ALBERT EINSTEIN LETTER ART SCI054493,ALBERT EINSTEIN LETTER ART SCI,Agua Dulce,Los Angeles,Adm GPA,3.94
ALBERT EINSTEIN LETTER ART SCI054493,ALBERT EINSTEIN LETTER ART SCI,Agua Dulce,Los Angeles,App GPA,3.97
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Enrl GPA,3.95
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,Adm GPA,3.867889908
ALEXANDER HAMILTON HIGH SCHOOL051525,ALEXANDER HAMILTON HIGH SCHOOL,Los Angeles,Los Angeles,App GPA,3.599668246
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Enrl GPA,3.959450549
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,Adm GPA,3.903731343
ALHAMBRA HIGH SCHOOL050050,ALHAMBRA HIGH SCHOOL,Alhambra,Los Angeles,App GPA,3.658088889
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Enrl GPA,4.003571429
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,Adm GPA,4.02625
ALHAMBRA HIGH SCHOOL051915,ALHAMBRA HIGH SCHOOL,Martinez,Contra Costa,App GPA,3.8432
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Enrl GPA,3.893673469
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,Adm GPA,3.787865169
ALISAL HIGH SCHOOL052742,ALISAL HIGH SCHOOL,Salinas,Monterey,App GPA,3.575170068
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Enrl GPA,4.016956522
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,Adm GPA,3.970873016
ALISO NIGUEL HIGH SCHOOL051324,ALISO NIGUEL HIGH SCHOOL,Aliso Viejo,Orange,App GPA,3.830636364
ALLIANCE ALICE M BAXTER CRHS054771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,Enrl GPA,3.898571429
ALLIANCE ALICE M BAXTER CRHS054771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,Adm GPA,3.914
ALLIANCE ALICE M BAXTER CRHS054771,ALLIANCE ALICE M BAXTER CRHS,San Pedro,Los Angeles,App GPA,3.4355
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Enrl GPA,3.859090909
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,Adm GPA,3.795294118
ALLIANCE CINDY/BILL SIMON TECH051804,ALLIANCE CINDY/BILL SIMON TECH,Los Angeles,Los Angeles,App GPA,3.511842105
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Enrl GPA,3.9568
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,Adm GPA,3.8308
ALLIANCE COLLINS FAMILY COLRDY054118,ALLIANCE COLLINS FAMILY COLRDY,Huntington Park,Los Angeles,App GPA,3.654382022
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.44
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.51625
ALLIANCE DR OLGA MOHAN HIGH SC051779,ALLIANCE DR OLGA MOHAN HIGH SC,Los Angeles,Los Angeles,App GPA,3.412222222
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Enrl GPA,3.594
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,Adm GPA,3.599230769
ALLIANCE GERTZ-RESSLER HIGH SC053983,ALLIANCE GERTZ-RESSLER HIGH SC,Los Angeles,Los Angeles,App GPA,3.506666667
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Enrl GPA,3.779
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,Adm GPA,3.531388889
ALLIANCE JUDY BURTON TECH ACAD054088,ALLIANCE JUDY BURTON TECH ACAD,Los Angeles,Los Angeles,App GPA,3.316617647
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Enrl GPA,3.803333333
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,Adm GPA,3.737894737
ALLIANCE LEICHTMAN-LEVINE ESHS054360,ALLIANCE LEICHTMAN-LEVINE ESHS,Los Angeles,Los Angeles,App GPA,3.53
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Enrl GPA,3.74
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,Adm GPA,3.776774194
ALLIANCE M&E STERN MATH SCI SCH054163,ALLIANCE M&E STERN MATH SCI SCH,Los Angeles,Los Angeles,App GPA,3.627272727
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Enrl GPA,4.106875
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,Adm GPA,3.945
ALLIANCE MARGARET M BLOOMFIELD054772,ALLIANCE MARGARET M BLOOMFIELD,Huntington Park,Los Angeles,App GPA,3.612615385
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Enrl GPA,3.989230769
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,Adm GPA,3.891052632
ALLIANCE MORGAN MCKINZIE HS054346,ALLIANCE MORGAN MCKINZIE HS,Los Angeles,Los Angeles,App GPA,3.6834375
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Enrl GPA,3.836875
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,Adm GPA,3.7488
ALLIANCE OUCHI-O'DONOVAN 6-12051598,ALLIANCE OUCHI-O'DONOVAN 6-12,Los Angeles,Los Angeles,App GPA,3.4934
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Enrl GPA,4.149523810
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,Adm GPA,3.893414634
ALLIANCE PATTI & PETER ACADEMY054218,ALLIANCE PATTI & PETER ACADEMY,Los Angeles,Los Angeles,App GPA,3.615063291
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Enrl GPA,3.46
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,Adm GPA,3.444117647
ALLIANCE PIERA BARBAGLIA HSA054361,ALLIANCE PIERA BARBAGLIA HSA,Los Angeles,Los Angeles,App GPA,3.321428571
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Enrl GPA,3.847272727
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,Adm GPA,3.710416667
ALLIANCE RENEE & MEYER LUSKIN051663,ALLIANCE RENEE & MEYER LUSKIN,Los Angeles,Los Angeles,App GPA,3.490652174
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Enrl GPA,3.944285714
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,Adm GPA,3.797741935
ALLIANCE SMIDT TECHNOLOGY HIGH054636,ALLIANCE SMIDT TECHNOLOGY HIGH,Los Angeles,Los Angeles,App GPA,3.659183673
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Enrl GPA,3.893846154
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,Adm GPA,3.898571429
ALLIANCE TED K TAJIMA HIGH SCH054513,ALLIANCE TED K TAJIMA HIGH SCH,Los Angeles,Los Angeles,App GPA,3.6176
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Enrl GPA,3.80125
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,Adm GPA,3.782
ALLIANCE TENNENBAUM FAMILY TECH HS054527,ALLIANCE TENNENBAUM FAMILY TECH HS,Los Angeles,Los Angeles,App GPA,3.280256410
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Enrl GPA,3.858620690
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,Adm GPA,3.814680851
ALTA LOMA HIGH SCHOOL050077,ALTA LOMA HIGH SCHOOL,Alta Loma,San Bernardino,App GPA,3.556907216
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Enrl GPA,
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,Adm GPA,
ALTERNATIVES IN ACTION HS050013,ALTERNATIVES IN ACTION HS,Oakland,Alameda,App GPA,3.251428571
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Enrl GPA,4.068888889
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,Adm GPA,4.12
AMADOR HIGH SCHOOL053480,AMADOR HIGH SCHOOL,Sutter Creek,Amador,App GPA,4.020714286
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Enrl GPA,4.0185
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,Adm GPA,3.966
AMADOR VALLEY HIGH SCHOOL052495,AMADOR VALLEY HIGH SCHOOL,Pleasanton,Alameda,App GPA,3.799698795
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Enrl GPA,3.875714286
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,Adm GPA,3.898947368
AMBASSADOR SCHL GLOBAL LDRSHP051776,AMBASSADOR SCHL GLOBAL LDRSHP,Los Angeles,Los Angeles,App GPA,3.59
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Enrl GPA,4.027555556
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,Adm GPA,4.008448276
AMERICAN CANYON HIGH SCHOOL054406,AMERICAN CANYON HIGH SCHOOL,American Canyon,Napa,App GPA,3.858241758
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Enrl GPA,3.983944954
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,Adm GPA,3.924974619
AMERICAN HIGH SCHOOL050974,AMERICAN HIGH SCHOOL,Fremont,Alameda,App GPA,3.811887550
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Enrl GPA,4.104285714
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,Adm GPA,4.04375
AMOS ALONZO STAGG HIGH SCHOOL053442,AMOS ALONZO STAGG HIGH SCHOOL,Stockton,San Joaquin,App GPA,3.610625
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Enrl GPA,3.783793103
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,Adm GPA,3.756888889
ANAHEIM HIGH SCHOOL050090,ANAHEIM HIGH SCHOOL,Anaheim,Orange,App GPA,3.448804348
ANAHUACALMECAC INTRL UNIV PREP054332,ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,Enrl GPA,3.716
ANAHUACALMECAC INTRL UNIV PREP054332,ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,Adm GPA,3.716
ANAHUACALMECAC INTRL UNIV PREP054332,ANAHUACALMECAC INTRL UNIV PREP,Los Angeles,Los Angeles,App GPA,3.435384615
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Enrl GPA,4.13875
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,Adm GPA,4.141071429
ANALY HIGH SCHOOL053345,ANALY HIGH SCHOOL,Sebastopol,Sonoma,App GPA,3.901509434
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,Enrl GPA,4.151666667
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,Adm GPA,4.128888889
ANDERSON UNION HIGH SCHOOL050095,ANDERSON UNION HIGH SCHOOL,Anderson,Shasta,App GPA,4.037692308
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Enrl GPA,
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,Adm GPA,4.224
ANDERSON VALLEY HIGH SCHOOL050355,ANDERSON VALLEY HIGH SCHOOL,Boonville,Mendocino,App GPA,4.224
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Enrl GPA,4.041621622
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,Adm GPA,3.955849057
ANDREW P HILL HIGH SCHOOL053077,ANDREW P HILL HIGH SCHOOL,San Jose,Santa Clara,App GPA,3.684148936
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Enrl GPA,4.110370370
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,Adm GPA,4.008571429
ANGELO RODRIGUEZ HIGH SCHOOL050919,ANGELO RODRIGUEZ HIGH SCHOOL,Fairfield,Solano,App GPA,3.74
ANIMO COLLEGE PREP ACADEMY054569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,Enrl GPA,3.834444444
ANIMO COLLEGE PREP ACADEMY054569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,Adm GPA,3.795714286
ANIMO COLLEGE PREP ACADEMY054569,ANIMO COLLEGE PREP ACADEMY,Los Angeles,Los Angeles,App GPA,3.443170732
ANIMO INGLEWOOD CHARTER HS051255,ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,Enrl GPA,3.866923077
ANIMO INGLEWOOD CHARTER HS051255,ANIMO INGLEWOOD CHARTER HS,Inglewood,Los Angeles,Adm GPA,3.8644
